"CanonicalTable","Field","FirmId","CodeDomain","CodeType","CodeValue","OccurrenceCount","CurrentDescription","Classification"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","02","25219",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","03","4683",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","06","1831",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","07","445",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","08","4876",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","09","191",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","11","41",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","12","78322",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","13","119",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","14","2395",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","15","36",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","17","1175",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","18","421",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","19","1",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","27","6208",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","28","1",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","30","15032",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","31","3720",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","32","17",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","37","45",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","38","10691",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","39","4809",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","40","2",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","44","53",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","45","27",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","46","1",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","50","5",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","51","2",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","57","187",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","58","541",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","60","213",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","61","15",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","62","933",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","63","7",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","65","18",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","66","707",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","67","276",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","71","158",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","72","3802",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","73","74",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","76","7",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","77","10",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","78","267",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","80","222",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","83","210",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","84","19",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","85","406",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","87","6216",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","89","159",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","90","155",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","93","327",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","94","2",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","95","1309",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","96","15",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","97","115",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","99","24",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A0","5",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A1","344",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A2","1231",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A3","2368",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A4","14",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A5","51",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A6","252",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A7","41",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A8","81",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","A9","3",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","B0","1627",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","B1","31",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","00","465",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","01","1692",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","02","485",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","03","83",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","06","46",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","07","125",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","08","136",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","09","13",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","11","6",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","12","6497",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","14","61",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","15","6",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","17","92",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","18","11",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","27","246",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","30","320",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","31","133",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","32","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","37","4",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","38","301",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","39","121",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","44","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","45","5",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","50","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","57","9",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","58","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","60","20",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","61","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","62","84",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","63","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","65","4",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","66","6",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","67","5",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","71","15",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","72","222",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","73","3",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","74","4",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","76","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","77","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","78","24",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","79","4",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","80","15",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","83","50",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","84","14",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","85","9",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","86","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","87","192",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","88","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","89","6",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","90","25",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","91","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","93","38",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","94","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","95","64",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","96","4",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","97","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","99","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A0","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A1","5",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A2","118",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A3","108",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A4","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A5","8",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A6","8",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A7","3",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A8","1",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","A9","2",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","B0","166",,"SourceMaster"
"WorkOrder","WarehouseId","01","Inventory","Warehouse","B1","6",,"SourceMaster"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","\","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","02A-34","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","02B-145","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","02C-140","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","02C-60","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","03A-105","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","03C-135","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04A-115","6",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04A-195","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04A-265","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04A-350","4",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04A-390","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04A-430","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04B-200","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04B-310","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-05","4",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-10","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-110","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-125","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-155","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-160","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-325","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-330","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-370","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-440","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-45","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-490","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-50","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-75","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","04C-85","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","05A-315","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","05A-330","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","05A-35","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","05C-105","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","05C-25","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-105","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-115","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-120","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-160","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-20","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-25","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-35","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-65","4",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06B-85","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-10","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-100","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-105","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-130","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-150","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-155","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-54","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-55","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","06C-75","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","07A","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","07A-20","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","07A-40","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","07B-120","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","07B-200","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","07B-80","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","08A-200","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","08A-205","2",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","15A-605 A","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","15A-721","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","15C-125","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","15C-315","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","15C-325","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","15C-400","1",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","MK","3",,"TransactionDerived"
"PurchaseOrderLine","InventoryLocation","01","Inventory","Location","Stock","787",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location",".","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location",".003","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","[E","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","\","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","+","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","0","84",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","01","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-01","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-02","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-06","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-10","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-11","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-12","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-14","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-15","42",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-16","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-19","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-20","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-25","66",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-26","41",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-27","37",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-33","35",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-34","34",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-35","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-36","38",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-37","20",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-38","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-39","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-41","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-47","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-48","42",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-50","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-60","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-65","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02A-TEST","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-05","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-100","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-130","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-135","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-140","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-145","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-165","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-184","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-19","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-30","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-80","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02B-TEST","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-125","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-135","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-140","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-150","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-50","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-65","36",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-80","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-95","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","02C-TEST","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-10","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-105","11",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-130","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-30","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-35","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-45","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-60","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-70","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03A-80","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-05","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-105","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-160","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-166","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-168","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-170","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-205","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-25","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-270","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-29","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-305","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03B-50","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-100","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-105","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-115","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-125","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-130","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-135","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-15","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-170","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-175","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-180","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-205","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-235","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-240","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-250","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-27","2",,"TransactionDerived"
