"CanonicalTable","Field","FirmId","CodeDomain","CodeType","CodeValue","OccurrenceCount","CurrentDescription","Classification"
"InventoryItem","ProductType","01","Inventory","ProductType","MIL","60",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","MOD","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","MSC","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","MTL","5",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","MTR","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","MTW","11",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","N","25",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PAP","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PB","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PC","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PCA","184",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PCB","2898",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PCV","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PIN","45",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PN","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PNL","4",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","POT","5",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PPR","6",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PWA","13",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","PWB","26",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","REL","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","REP","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","RES","859",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","RET","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","RTL","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SCK","5",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SDR","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SHK","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SLV","15",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SOL","20",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SPK","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SUP","6",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SW","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","SWT","15",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TAP","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TER","73",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TIE","6",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TIN","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TIP","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TL","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TOO","9",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TRA","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TRN","4",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TS","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","TUB","8",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","UNI","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","VAR","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","VCR","14",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","WIP","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","WIR","471",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","WRA","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","WRE","38",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","XST","4",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","Y","2",,"SourceMaster"
"WorkOrder","WorkOrderType","01","Production","WorkOrderType","N","1770",,"SourceMaster"
"WorkOrder","WorkOrderType","01","Production","WorkOrderType","S","10343",,"SourceMaster"
"WorkOrder","WorkOrderStatus","01","Production","WorkOrderStatus","C","8747",,"CanonicalEnum"
"WorkOrder","WorkOrderStatus","01","Production","WorkOrderStatus","O","3329",,"CanonicalEnum"
"WorkOrder","WorkOrderStatus","01","Production","WorkOrderStatus","P","33",,"CanonicalEnum"
"WorkOrder","WorkOrderStatus","01","Production","WorkOrderStatus","Q","4",,"CanonicalEnum"
"GeneralLedgerAccount","GeneralLedgerAccountType","01","Accounting","AccountType","A","51",,"CanonicalEnum"
"GeneralLedgerAccount","GeneralLedgerAccountType","01","Accounting","AccountType","C","7",,"CanonicalEnum"
"GeneralLedgerAccount","GeneralLedgerAccountType","01","Accounting","AccountType","E","120",,"CanonicalEnum"
"GeneralLedgerAccount","GeneralLedgerAccountType","01","Accounting","AccountType","I","12",,"CanonicalEnum"
"GeneralLedgerAccount","GeneralLedgerAccountType","01","Accounting","AccountType","L","67",,"CanonicalEnum"
"PurchaseOrder","PurchaseOrderStatus","01","Purchasing","PurchaseOrderStatus","ActiveOpenFile","518",,"CanonicalEnum"
"PurchaseOrderLine","LineStatus","01","Purchasing","PurchaseOrderLineStatus","FullyReceivedPendingClose","249",,"CanonicalEnum"
"PurchaseOrderLine","LineStatus","01","Purchasing","PurchaseOrderLineStatus","Open","1130",,"CanonicalEnum"
"PurchaseOrderLine","LineStatus","01","Purchasing","PurchaseOrderLineStatus","OverReceivedOrReturn","5",,"CanonicalEnum"
"PurchaseReceipt","ReceiptType","01","Receiving","ReceiptType","PostedPurchaseReceipt","39564",,"CanonicalEnum"
"PurchaseReceipt","ReceiptStatus","01","Receiving","ReceiptStatus","Posted","39564",,"CanonicalEnum"
"PurchaseReceiptLine","InspectionStatus","01","Quality","InspectionStatus","UnavailableFromRetainedReceiptHistory","189272",,"CanonicalEnum"
"PurchaseReceiptLine","QuantityDispositionStatus","01","Receiving","QuantityDispositionStatus","NegativeReceiptOrReversal","16",,"CanonicalEnum"
"PurchaseReceiptLine","QuantityDispositionStatus","01","Receiving","QuantityDispositionStatus","PostedReceipt","109087",,"CanonicalEnum"
"PurchaseReceiptLine","QuantityDispositionStatus","01","Receiving","QuantityDispositionStatus","ZeroPostedQuantity","80169",,"CanonicalEnum"
